KEY,SubmissionDate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,formdef_version,instanceID,respondent_id,age,gender,education_level,household_size,farm_size_ha,main_crop,secondary_crop,yield_kg_last_season,estimated_income_kes,uses_fertilizer,uses_irrigation,soil_type,years_farming,belongs_to_coop,received_extension,gps_latitude,gps_longitude,gps_altitude,gps_accuracy,challenges_faced,new_practices_adopted,additional_comments,has_valid_gps,data_quality_score
dbcfc2e2-eb35-47f7-84c4-4f7fe9acb84c,2025-09-22 16:36:00,2025-09-22 15:20:00,2025-09-22 16:36:00,collect:device:373432,8901976803188,727580836977828,254723492385.0,enum_grace,4560,20250901v3,uuid:dbcfc2e2-eb35-47f7-84c4-4f7fe9acb84c,R0011,28.0,Female,,5,0.91,Maize,,1773.5,9831.0,No,No,Clay,36,No,Yes,-1.448539,36.919458,1872.5,6.8,No storage facilities so I have to sell immediately after harvest at low price.,Attended a training on climate-smart agriculture last year.,I would like irrigation support.,True,5
ee2bf428-5e89-4f2d-ba44-d8233ccd8f43,2025-10-03 13:02:00,2025-10-03 12:15:00,2025-10-03 13:02:00,collect:device:314181,8901594246837,236639438164519,254749761527.0,enum_john,2820,20250901v3,uuid:ee2bf428-5e89-4f2d-ba44-d8233ccd8f43,R0012,40.0,Male,Secondary,10,0.95,Vegetables,,2645.4,,,No,Sandy,14,Yes,No,0.924775,37.580765,2177.0,14.0,Pests especially fall armyworm destroyed a large part of my maize.,I now keep farm records of expenses and sales.,Hope next season will be better.,True,5
ef771ec1-d6fa-46c3-8619-938535af4e73,2025-09-19 12:28:00,2025-09-19 11:39:00,2025-09-19 12:28:00,collect:device:802258,8901475442872,250128247353023,254734084236.0,enum_mary,2940,20250901v3,uuid:ef771ec1-d6fa-46c3-8619-938535af4e73,R0013,43.0,Male,Secondary,5,1.68,Tea,,87.9,11612.0,No,No,Clay,10,No,No,0.581107,,1301.9,12.1,Drought and lack of reliable rainfall this season made it hard to plant on time.,Planted drought-tolerant maize variety recommended by the agrovet.,Market prices are too low.,False,5
9fd60ab4-4056-446b-bf68-51a061ae8616,2025-09-30 12:43:00,2025-09-30 11:37:00,2025-09-30 12:43:00,collect:device:850981,8901427696198,623143343612783,254781690398.0,enum_mary,3960,20250901v3,uuid:9fd60ab4-4056-446b-bf68-51a061ae8616,R0014,51.0,Female,Secondary,10,0.71,Maize,Potatoes,359.7,153949.0,Yes,No,Loam,35,,No,-0.969152,37.339437,1208.3,22.2,High cost of fertilizer and seeds. I could not afford enough.,I now keep farm records of expenses and sales.,I would like irrigation support.,True,5
c67e270c-7343-4158-8e1d-b4194d4c5c00,2025-09-25 10:46:00,2025-09-25 09:58:00,2025-09-25 10:46:00,collect:device:429445,8901981044229,698004048748481,,enum_peter,2880,20250901v3,uuid:c67e270c-7343-4158-8e1d-b4194d4c5c00,R0015,63.0,Female,,5,5.75,Maize,,701.5,38391.0,Yes,No,Clay,25,Yes,,-1.045438,36.225724,1633.6,16.9,Unpredictable weather and long dry spells.,I dont know,I would like irrigation support.,True,5
b80d0722-8b40-4b48-add4-7a7be1683d5c,2025-09-08 15:57:00,2025-09-08 15:02:00,2025-09-08 15:57:00,collect:device:350280,8901953995721,729294261241092,,enum_john,3300,20250901v3,uuid:b80d0722-8b40-4b48-add4-7a7be1683d5c,R0016,51.0,Female,Primary,3,1.8,Beans,Beans,1832.6,43807.0,No,No,Loam,3,No,No,-1.041489,38.088256,1292.6,14.7,Crop diseases that I do not know how to control.,Applied organic manure from my cattle and reduced chemical fertilizer.,Thank you for the survey.,True,5
ecfc312f-9d15-4a65-847e-6b1375c4f85c,2025-09-16 13:00:00,2025-09-16 11:55:00,2025-09-16 13:00:00,collect:device:378517,8901344378798,457245052227621,,enum_john,3900,20250901v3,uuid:ecfc312f-9d15-4a65-847e-6b1375c4f85c,R0017,46.0,Male,Primary,7,1.85,Maize,Vegetables,441.9,28349.0,Yes,No,Clay-Loam,38,Yes,No,-0.739394,36.80195,1948.4,5.5,pests and drought,Applied organic manure from my cattle and reduced chemical fertilizer.,,True,5
28efb21a-d1ab-4cbd-a7f0-33446a3782b0,2025-09-05 08:00:00,2025-09-05 06:59:00,2025-09-05 08:00:00,collect:device:515011,8901339362341,950338885520291,254726948946.0,enum_mary,3660,20250901v3,uuid:28efb21a-d1ab-4cbd-a7f0-33446a3782b0,R0018,,Male,Tertiary,6,2.33,Maize,Beans,653.3,45132.0,Yes,Sometimes,Clay-Loam,17,Yes,No,-0.188109,36.466296,2114.5,16.3,Conflict over water with neighbouring farms.,mulching and organic fertilizer,The training last month was useful.,True,4
e59032e4-7f65-4ae5-927c-767e549881e7,2025-09-04 13:34:00,2025-09-04 12:22:00,2025-09-04 13:34:00,collect:device:237235,8901125409494,598293049425233,254775884623.0,,4320,20250901v3,uuid:e59032e4-7f65-4ae5-927c-767e549881e7,R0019,34.0,Male,Primary,4,0.85,Vegetables,Vegetables,234.8,546541.0,Yes,No,Sandy,12,,No,-0.420137,36.101938,1634.0,5.6,Drought and lack of reliable rainfall this season made it hard to plant on time.,Applied organic manure from my cattle and reduced chemical fertilizer.,Thank you for the survey.,True,5
7bfd9f0c-b268-4dae-b456-92382c2a77a4,2025-10-02 15:33:00,2025-10-02 14:04:00,2025-10-02 15:33:00,collect:device:804318,8901808705238,580467274507331,,enum_mary,5340,20250901v3,uuid:7bfd9f0c-b268-4dae-b456-92382c2a77a4,R0020,52.0,Male,,2,,Potatoes,Vegetables,167.4,26104.0,Yes,Yes,Clay-Loam,24,No,,-0.771927,37.477232,1458.7,10.4,Everything is expensive and the weather is bad.,Bought a small solar pump for irrigation.,,True,4
59317c32-0937-4187-bb53-d945daaa1a46,2025-09-25 15:20:00,2025-09-25 14:09:00,2025-09-25 15:20:00,collect:device:776856,8901307371533,602053965223451,,enum_peter,4260,20250901v3,uuid:59317c32-0937-4187-bb53-d945daaa1a46,R0021,30.0,Female,,9,1.48,Maize,Beans,2442.7,17757.0,Yes,No,Clay,29,,No,0.029632,37.693911,1634.4,6.1,Unpredictable weather and long dry spells.,Installed a small drip irrigation system for vegetables.,,True,5
39bb6ccc-a468-4748-9eb3-ef42d3c0415c,2025-10-09 16:26:00,2025-10-09 15:49:00,2025-10-09 16:26:00,collect:device:414569,8901527849588,279198479003193,254774251933.0,enum_john,2220,20250901v3,uuid:39bb6ccc-a468-4748-9eb3-ef42d3c0415c,R0022,58.0,Female,,1,2.89,Maize,Maize,128.8,65034.0,Yes,No,Clay-Loam,43,No,No,-1.151265,36.04147,1923.4,18.2,Everything is expensive and the weather is bad.,Installed a small drip irrigation system for vegetables.,,True,5
87880d69-9fd9-4e40-8f03-3d7546717e7a,2025-09-02 14:47:00,2025-09-02 13:45:00,2025-09-02 14:47:00,collect:device:141672,8901452468587,606735165195144,254734744872.0,enum_grace,3720,20250901v3,uuid:87880d69-9fd9-4e40-8f03-3d7546717e7a,R0023,56.0,Female,,11,1.15,Beans,Beans,5408.7,2257.0,Yes,No,Clay,25,Yes,No,-0.769638,37.280233,1209.1,7.5,No storage facilities so I have to sell immediately after harvest at low price.,mulching and organic fertilizer,Need more support with inputs.,True,5
1a174088-ed8f-4690-beed-c5f324f6f399,2025-09-13 14:51:00,2025-09-13 14:15:00,2025-09-13 14:51:00,collect:device:431535,8901399147754,946423203143839,254743887075.0,enum_mary,2160,20250901v3,uuid:1a174088-ed8f-4690-beed-c5f324f6f399,R0024,32.0,Male,Primary,4,3.87,Coffee,Potatoes,1277.5,38962.0,Yes,No,Sandy,36,No,Yes,,36.566239,1789.5,11.6,Crop diseases that I do not know how to control.,Bought a small solar pump for irrigation.,Thank you for the survey.,False,5
5c7ce946-cae4-4775-a373-70bd9919e5c9,2025-10-06 11:41:00,2025-10-06 11:10:00,2025-10-06 11:41:00,collect:device:888387,8901174539964,412225386317743,254774119726.0,enum_mary,1860,20250901v3,uuid:5c7ce946-cae4-4775-a373-70bd9919e5c9,R0025,72.0,Female,Secondary,1,1.86,Tea,,1226.6,24128.0,,No,Clay-Loam,26,No,No,-0.359825,37.612932,1813.3,22.7,Labour is expensive and hard to find during peak seasons.,Practicing crop rotation between maize and beans.,The training last month was useful.,True,5
6fdf07b9-a3f2-427d-b787-b9973eb0fe20,2025-09-26 15:53:00,2025-09-26 14:30:00,2025-09-26 15:53:00,collect:device:176066,8901930353157,975583912041873,,enum_peter,4980,20250901v3,uuid:6fdf07b9-a3f2-427d-b787-b9973eb0fe20,R0026,46.0,Female,Unknown,6,7.74,Beans,Beans,1116.5,12191.0,Yes,Yes,Clay,38,Yes,Yes,0.46294,36.435916,1837.7,7.5,My biggest problem is access to quality certified seeds.,Started intercropping to maximize the small land I have.,Soil testing would help us a lot.,True,5
88facbe5-a4a6-4750-b085-b5e5437a8327,2025-09-12 06:13:00,2025-09-12 05:48:00,2025-09-12 06:13:00,collect:device:109767,8901399708182,645609114445715,,enum_john,1500,20250901v3,uuid:88facbe5-a4a6-4750-b085-b5e5437a8327,R0027,46.0,Female,,4,1.0,Beans,,529.8,63483.0,Yes,No,Clay,1,No,No,-1.000816,37.727344,1442.0,14.2,Water scarcity for irrigation even though I have a small pump.,I am experimenting with kitchen gardening for household food.,,True,5
94d6b349-de45-4a35-a277-f0b6063350a0,2025-09-14 14:33:00,2025-09-14 14:04:00,2025-09-14 14:33:00,collect:device:580547,8901477040284,369365860799977,254787446468.0,enum_john,1740,20250901v3,uuid:94d6b349-de45-4a35-a277-f0b6063350a0,R0028,28.0,Female,Secondary,5,1.59,Potatoes,Vegetables,946.6,38538.0,No,No,Loam,20,No,No,-0.214414,36.966838,1914.1,12.2,Drought and lack of reliable rainfall this season made it hard to plant on time.,Using traditional methods passed from my father + some new hybrid seeds.,The training last month was useful.,True,5
bff20410-1daf-477d-b080-d0a45c0a5275,2025-09-20 16:15:00,2025-09-20 15:26:00,2025-09-20 16:15:00,collect:device:751332,8901788785773,595249563321519,254717195288.0,enum_mary,2940,20250901v3,uuid:bff20410-1daf-477d-b080-d0a45c0a5275,R0029,69.0,Male,,5,0.59,Maize,Maize,,5001.0,Yes,No,Loam,28,Yes,,-0.018964,38.341825,1291.4,3.4,Lack of capital to buy proper equipment or hire labour.,I follow advice from the radio agricultural program.,Soil testing would help us a lot.,True,4
ef720783-4481-4d2d-8af4-a6d10b9952a5,2025-10-01 12:05:00,2025-10-01 11:18:00,2025-10-01 12:05:00,collect:device:690341,8901646970178,903378260472567,254785543051.0,enum_john,2820,20250901v3,uuid:ef720783-4481-4d2d-8af4-a6d10b9952a5,R0030,49.0,Male,Secondary,9,0.88,Maize,Beans,1094.2,17833.0,Organic Only,No,Loam,16,No,No,-1.383874,36.343802,1399.3,20.4,No storage facilities so I have to sell immediately after harvest at low price.,Using push-pull technology for pest control.,Market prices are too low.,True,5
8038cf63-86a8-48af-8498-65e0ce6fb5aa,2025-09-19 10:57:00,2025-09-19 10:27:00,2025-09-19 10:57:00,collect:device:204837,8901529151399,364017161845489,254721432787.0,enum_john,1800,20250901v3,uuid:8038cf63-86a8-48af-8498-65e0ce6fb5aa,R0031,19.0,Male,Secondary,1,2.21,Potatoes,Vegetables,645.3,1515.0,No,Yes,Loam,17,No,No,0.018862,36.852666,2077.5,4.5,Government extension officers rarely visit our area.,Bought a small solar pump for irrigation.,Soil testing would help us a lot.,True,5
a2bba785-d30c-4204-bf70-7659b895c919,2025-09-04 18:03:00,2025-09-04 17:15:00,2025-09-04 18:03:00,collect:device:176819,8901829627019,478130087747353,254725898299.0,enum_mary,2880,20250901v3,uuid:a2bba785-d30c-4204-bf70-7659b895c919,R0032,64.0,Female,Secondary,2,3.33,Maize,,282.8,50141.0,Yes,Yes,Loam,40,No,No,-1.07369,36.283684,1938.7,13.4,Water scarcity for irrigation even though I have a small pump.,Using push-pull technology for pest control.,Market prices are too low.,True,5
d2ef585b-87ae-4186-9465-9338953a6105,2025-09-20 15:23:00,2025-09-20 14:03:00,2025-09-20 15:23:00,collect:device:663750,8901675757257,190720619162247,254765857931.0,enum_james,4800,20250901v3,uuid:d2ef585b-87ae-4186-9465-9338953a6105,R0033,31.0,Male,Primary,6,14.47,Coffee,,303.8,49594.0,Yes,,Sandy,28,Yes,No,-1.337371,38.311734,1213.7,15.3,Soil is becoming less fertile and yields keep dropping every year.,Attended a training on climate-smart agriculture last year.,Hope next season will be better.,True,5
2d09eec6-5da8-4ddd-b31c-fb68599a6d6a,2025-10-05 15:36:00,2025-10-05 14:42:00,2025-10-05 15:36:00,collect:device:323508,8901455569462,269819306228615,254793002706.0,enum_peter,3240,20250901v3,uuid:2d09eec6-5da8-4ddd-b31c-fb68599a6d6a,R0034,,Male,Secondary,5,1.25,Coffee,Beans,274.3,15175.0,No,No,Sandy,12,Yes,,0.872214,38.193348,1448.4,16.8,Unpredictable weather and long dry spells.,Using mobile money to save for next season inputs.,Soil testing would help us a lot.,True,4
2778b782-5cad-439a-afd8-5f5fab89d616,2025-10-08 10:53:00,2025-10-08 10:11:00,2025-10-08 10:53:00,collect:device:630458,8901129635852,531258659451864,254780138498.0,enum_peter,2520,20250901v3,uuid:2778b782-5cad-439a-afd8-5f5fab89d616,R0035,39.0,Male,Secondary,11,0.64,Maize,Beans,1593.7,65783.0,Organic Only,Yes,Clay,27,No,No,0.91408,36.644854,1414.4,18.1,Government extension officers rarely visit our area.,Tried planting cover crops but they did not establish well.,Market prices are too low.,True,5
e2946ff5-d0aa-4c49-955c-1e567f1cead9,2025-10-10 12:20:00,2025-10-10 11:19:00,2025-10-10 12:20:00,collect:device:378082,8901223847257,272042190500337,254769421007.0,enum_mary,3660,20250901v3,uuid:e2946ff5-d0aa-4c49-955c-1e567f1cead9,R0036,28.0,Male,Primary,7,2.47,Beans,Vegetables,381.6,8860.0,No,No,Unknown,42,Yes,No,0.520993,37.64996,1470.8,8.6,Poor road access to market so I sell at very low prices to middlemen.,,,True,5
1d96617d-c5d8-4474-a437-bd097c2cf2d6,2025-09-10 11:45:00,2025-09-10 10:52:00,2025-09-10 11:45:00,collect:device:238890,8901380477683,340890569810574,254788990506.0,enum_james,3180,20250901v3,uuid:1d96617d-c5d8-4474-a437-bd097c2cf2d6,R0037,44.0,Male,,3,0.55,Coffee,Maize,119.0,12542.0,No,Yes,Loam,30,Yes,Yes,-0.738466,38.043056,1447.6,3.2,High cost of fertilizer and seeds. I could not afford enough.,I am experimenting with kitchen gardening for household food.,Need more support with inputs.,True,5
b7bfa173-b8ae-407c-926f-ceb69d63abaf,2025-09-04 17:56:00,2025-09-04 16:32:00,2025-09-04 17:56:00,collect:device:465962,8901291735734,567099444137297,254750987442.0,enum_mary,5040,20250901v3,uuid:b7bfa173-b8ae-407c-926f-ceb69d63abaf,R0038,20.0,Female,Primary,3,2.12,Maize,Beans,950.7,57464.0,Yes,Sometimes,Sandy,41,No,No,-1.25582,37.388002,1262.5,18.9,I lost most of my beans to heavy rains that came at the wrong time.,,Soil testing would help us a lot.,True,5
41c7ae2c-5014-4b0a-845c-e06e2726cd0f,2025-09-20 06:54:00,2025-09-20 05:27:00,2025-09-20 06:54:00,collect:device:172132,8901723403479,472538623946426,254718083974.0,enum_john,5220,20250901v3,uuid:41c7ae2c-5014-4b0a-845c-e06e2726cd0f,R0039,34.0,Female,,10,0.9,Maize,Maize,2599.5,17025.0,,Yes,Loam,34,Yes,No,0.210583,37.324126,1658.9,14.8,Poor road access to market so I sell at very low prices to middlemen.,Joined a farmers group that trains on post-harvest handling.,I would like irrigation support.,True,5
2090c08b-0530-4be0-8354-8973b0d42766,2025-09-07 09:28:00,2025-09-07 08:54:00,2025-09-07 09:28:00,collect:device:356150,8901385042337,624585341063259,254723318904.0,enum_grace,2040,20250901v3,uuid:2090c08b-0530-4be0-8354-8973b0d42766,R0040,61.0,Male,Primary,2,1.6,Beans,Potatoes,1333.8,33897.0,Yes,No,Unknown,37,Yes,No,-0.399619,36.604631,1932.7,21.4,Climate change is real; seasons are no longer predictable.,I now keep farm records of expenses and sales.,Market prices are too low.,True,5
eee2c9a0-7ef6-4149-ab6a-3b5bd6d3feba,2025-09-14 08:23:00,2025-09-14 08:08:00,2025-09-14 08:23:00,collect:device:487477,8901141078352,170104241942063,254737888820.0,enum_john,900,20250901v3,uuid:eee2c9a0-7ef6-4149-ab6a-3b5bd6d3feba,R0041,73.0,Female,Primary,3,3.23,Maize,,386.5,19535.0,Organic Only,No,Clay,6,No,Yes,-1.194904,36.232757,1806.7,21.1,Climate change is real; seasons are no longer predictable.,I now keep farm records of expenses and sales.,Thank you for the survey.,True,5
2c8566bd-055e-42b3-90af-0cb0bddb4916,2025-10-07 15:54:00,2025-10-07 14:28:00,2025-10-07 15:54:00,collect:device:398830,8901216396351,538513670456991,254745520201.0,enum_mary,5160,20250901v3,uuid:2c8566bd-055e-42b3-90af-0cb0bddb4916,R0042,45.0,Female,Secondary,10,,Beans,Vegetables,159.5,23109.0,No,No,Loam,7,No,No,-0.262058,38.243039,1872.9,21.6,Conflict over water with neighbouring farms.,Applied organic manure from my cattle and reduced chemical fertilizer.,Market prices are too low.,True,4
c5c88ec1-e937-4e21-a623-2dba3db270a9,2025-09-04 13:23:00,2025-09-04 12:06:00,2025-09-04 13:23:00,collect:device:265409,8901740563507,966715401682561,254731079846.0,enum_peter,4620,20250901v3,uuid:c5c88ec1-e937-4e21-a623-2dba3db270a9,R0043,46.0,Male,Primary,1,2.85,Maize,,589.4,24247.0,No,No,Loam,32,Yes,Yes,-1.414029,38.251045,1281.1,13.7,Water scarcity for irrigation even though I have a small pump.,"Nothing new this season, same as always.",Soil testing would help us a lot.,True,5
5e50f954-547e-497f-a4c1-62a76c06a9b7,2025-10-04 19:17:00,2025-10-04 17:56:00,2025-10-04 19:17:00,collect:device:559469,8901566609283,121993219804014,254784087145.0,enum_james,4860,20250901v3,uuid:5e50f954-547e-497f-a4c1-62a76c06a9b7,R0044,38.0,Female,Primary,5,2.71,Beans,Maize,576.3,16690.0,No,Yes,Loam,32,No,No,0.773301,37.582754,2151.5,10.3,Pests especially fall armyworm destroyed a large part of my maize.,I started using conservation agriculture and mulching to keep moisture.,Market prices are too low.,True,5
5ca31303-f55b-49e2-87c8-9b22f7c8232f,2025-09-19 17:59:00,2025-09-19 17:41:00,2025-09-19 17:59:00,collect:device:974244,8901471178705,748169687744899,,enum_peter,1080,20250901v3,uuid:5ca31303-f55b-49e2-87c8-9b22f7c8232f,R0045,64.0,Male,Primary,5,0.3,Maize,Vegetables,278.0,50650.0,Yes,Yes,Clay,25,Yes,,-0.85305,36.847574,2038.5,20.4,Labour is expensive and hard to find during peak seasons.,Participating in a demo plot with the county agricultural office.,The training last month was useful.,True,5
9e36a5fd-ee3e-4c5a-aba2-43d5b763de15,2025-09-19 06:45:00,2025-09-19 05:33:00,2025-09-19 06:45:00,collect:device:669605,8901882269302,637031459514036,,enum_grace,4320,20250901v3,uuid:9e36a5fd-ee3e-4c5a-aba2-43d5b763de15,R0046,33.0,Female,Primary,11,0.66,Maize,Beans,1092.2,18202.0,Yes,Yes,Clay-Loam,33,No,No,0.156306,,2005.1,12.9,Everything is expensive and the weather is bad.,Bought a small solar pump for irrigation.,Thank you for the survey.,False,5
70b2397d-17b9-4163-bf1f-0f04eed43db7,2025-09-19 11:23:00,2025-09-19 10:44:00,2025-09-19 11:23:00,collect:device:837715,8901944420824,436207255756156,254789699989.0,,2340,20250901v3,uuid:70b2397d-17b9-4163-bf1f-0f04eed43db7,R0047,54.0,Female,Secondary,7,0.39,Coffee,,3505.1,36948.0,Yes,Yes,Unknown,7,No,Yes,-0.720722,37.814889,2023.0,7.0,Poor road access to market so I sell at very low prices to middlemen.,I now keep farm records of expenses and sales.,Soil testing would help us a lot.,True,5
3673d204-709f-4f51-a428-87f4c8e04c9a,2025-09-12 19:57:00,2025-09-12 18:56:00,2025-09-12 19:57:00,collect:device:417212,8901436808455,539086332755709,254714380847.0,enum_john,3660,20250901v3,uuid:3673d204-709f-4f51-a428-87f4c8e04c9a,R0048,37.0,Male,,4,6.7,Tea,,812.5,16291.0,Yes,Sometimes,Loam,12,Yes,No,-0.19983,38.242776,2132.7,21.8,I lost most of my beans to heavy rains that came at the wrong time.,Participating in a demo plot with the county agricultural office.,Need more support with inputs.,True,5
cbe3440e-3695-4324-92c0-d5403f4a5bd2,2025-10-08 10:30:00,2025-10-08 09:38:00,2025-10-08 10:30:00,collect:device:741390,8901568574364,705983030442637,254747945817.0,enum_mary,3120,20250901v3,uuid:cbe3440e-3695-4324-92c0-d5403f4a5bd2,R0049,23.0,Male,,3,1.24,Vegetables,,768.5,6716.0,No,No,Loam,16,Yes,No,-0.133224,38.217716,1744.3,22.4,High cost of fertilizer and seeds. I could not afford enough.,I now keep farm records of expenses and sales.,The training last month was useful.,True,5
7be4cc46-f6ac-4e91-ba87-8c882242da0d,2025-10-06 08:47:00,2025-10-06 08:18:00,2025-10-06 08:47:00,collect:device:946305,8901750911797,927123717451743,254770939053.0,enum_mary,1740,20250901v3,uuid:7be4cc46-f6ac-4e91-ba87-8c882242da0d,R0050,36.0,Female,Unknown,1,5.61,Coffee,Maize,286.1,99080.0,Yes,No,Unknown,16,No,No,-1.037864,37.949689,1400.3,13.3,Everything is expensive and the weather is bad.,I started using conservation agriculture and mulching to keep moisture.,Thank you for the survey.,True,5
2b517553-1b29-4f71-a784-e215ca937c70,2025-10-06 19:54:00,2025-10-06 18:37:00,2025-10-06 19:54:00,collect:device:785743,8901649136331,649696631552332,,enum_peter,4620,20250901v3,uuid:2b517553-1b29-4f71-a784-e215ca937c70,R0051,74.0,Female,Secondary,8,0.37,Maize,,2339.5,,Yes,No,Loam,43,Yes,,0.923962,37.605079,1816.8,4.7,Theft of produce from the farm at night.,Applied organic manure from my cattle and reduced chemical fertilizer.,I would like irrigation support.,True,5
